1620028800,340,340.58,340,340.55,3168
1620039600,340.71,340.74,340.67,340.73,3745
1620046800,340.39,340.78,340.39,340.78,5752
1620048600,340.79,342.15,340.58,342,370515
1620050400,341.83,341.95,341.21,341.47,387960
1620052200,341.49,341.97,341.4,341.64,230070
1620054000,341.64,341.93,341.28,341.79,188158
1620055800,341.81,342.18,341.75,341.85,190869
1620057600,341.84,341.84,341.47,341.57,99513
1620059400,341.51,341.69,341.45,341.63,109970
1620061200,341.69,341.71,341.35,341.48,131895
1620063000,341.46,341.57,341.38,341.46,60419
1620064800,341.5,341.71,341.44,341.65,116267
1620066600,341.67,341.89,341.65,341.75,113992
1620068400,341.73,341.73,341.36,341.46,120761
1620070200,341.43,341.48,340.84,341.11,281243
1620072000,341.11,341.16,340.88,340.94,12322
1620073800,340.94,341.09,340.94,341.06,1713
1620126000,341.3,341.4,341.3,341.35,13078
1620127800,341.34,341.34,340.07,340.52,15965
1620135000,339.99,340.79,338.35,338.77,739945
1620136800,338.75,339.51,338.15,339.01,492393
1620138600,339.03,339.15,338.43,338.63,273381
1620140400,338.63,338.93,337.62,338.54,380731
1620142200,338.51,339.02,338.29,338.54,239061
1620144000,338.52,339.95,338.44,339.79,276157
1620145800,339.77,339.81,339.34,339.54,156736
1620147600,339.52,340.37,339.46,340.24,279890
1620149400,340.26,340.46,339.94,340.15,247259
1620151200,340.18,340.57,339.95,340.24,225370
1620153000,340.25,340.61,340.23,340.28,130045
1620154800,340.27,340.5,339.99,340.32,297400
1620156600,340.31,341.48,340.15,341.48,589160
1620158400,341.47,341.55,341.08,341.2,54127
1620160200,341.21,341.32,341.11,341.32,16489
1620165600,341.5,341.5,341.18,341.19,2129
1620171000,341.3,341.41,341.3,341.41,975
1620214200,341.99,342.14,341.99,342.04,4812
1620217800,341.95,342.16,341.95,342.06,18163
1620221400,342.25,342.25,341.27,341.65,472504
1620223200,341.67,341.7,340.37,340.89,425080
1620225000,340.905,341.4,340.77,341.38,214200
1620226800,341.31,342.09,341.28,342.01,222207
1620230400,342.87,342.91,342.58,342.74,134747
1620232200,342.74,342.8,342.33,342.37,111845
1620234000,342.37,342.69,342.2,342.57,156286
1620235800,342.57,342.89,342.55,342.88,174676
1620237600,342.89,343.15,342.64,343.08,183916
1620239400,343.08,343.3,342.95,343,191949
1620241200,342.95,343.06,342,342.39,400287
1620243000,342.34,342.64,342.01,342.36,365636
1620244800,342.28,342.5,342.24,342.47,13436
1620253800,342.26,342.26,342.03,342.04,615
1620257400,342.17,342.43,342.13,342.43,16328
1620300600,342.69,342.78,342.61,342.78,520
1620307800,342.93,343.47,342.45,342.53,479037
1620309600,342.5,342.6,341.91,342.46,418206
1620311400,342.41,343.11,342.36,342.85,245775
1620313200,342.855,343.55,342.4,343.5,359740
1620315000,343.53,344.56,343.49,344.02,499430
1620316800,344.06,344.27,343.82,344.26,209531
1620318600,344.26,344.29,343.83,343.9,170834
1620320400,343.89,344.15,343.69,343.83,164204
1620322200,343.84,344.04,343.69,343.69,116713
1620324000,343.7,343.91,343.15,343.42,277615
1620325800,343.44,343.85,343.29,343.64,203008
1620327600,343.63,344.28,343.54,344.09,179640
1620329400,344.13,345.64,344.11,345.53,794593
1620331200,345.51,345.63,345.4,345.43,21601
1620333000,345.47,345.64,345.37,345.64,2897
1620338400,345.44,345.47,345.4,345.42,9287
1620343800,345.29,345.41,345.29,345.38,5600
1620385200,346.4,346.41,346.34,346.37,3997
1620390600,346.48,346.48,344.93,345.31,155657
1620394200,345.22,346.78,344.81,346.34,621090
1620396000,346.37,347.41,346.37,347.07,431737
1620397800,347.1,347.27,346.87,347.13,146864
1620399600,347.15,347.365,346.95,347.11,104447
1620401400,347.11,347.47,347.06,347.2,204587
1620403200,347.22,347.36,347.1,347.17,193974
1620405000,347.21,347.39,346.94,347.27,101542
1620406800,347.3,347.43,347.1,347.1,99948
1620408600,347.14,347.43,347.14,347.42,87583
1620410400,347.38,347.93,347.08,347.88,344171
1620412200,347.9,347.94,347.53,347.75,226867
1620414000,347.72,348.21,347.64,348.12,222067
1620415800,348.14,348.29,347.77,347.84,472797
1620417600,347.85,348.24,347.81,348.22,22522
1620419400,348.22,348.26,348.13,348.19,4381
1620646200,349.03,349.05,348.98,348.98,3551
1620649800,349.12,349.19,349.07,349.15,10719
1620651600,349.15,349.42,349,349.27,24341
1620653400,349.26,350.35,349.05,350.34,686634
1620655200,350.34,350.47,349.88,350.08,354899
1620657000,350.01,350.36,349.73,350.32,498391
1620658800,350.33,351.07,350.22,350.9,369257
1620660600,350.96,351.04,350.46,350.77,186467
1620662400,350.85,350.87,350.5,350.56,188100
1620664200,350.57,350.73,350.37,350.42,163024
1620666000,350.42,350.46,350.07,350.24,209008
1620667800,350.2,350.49,350.14,350.15,199685
1620669600,350.15,350.255,348.83,349.09,488374
1620671400,349.05,349.24,348.48,348.985,963782
1620673200,348.96,349.2,348.55,349.01,458509
1620675000,348.93,349.16,347.59,347.73,1031371
1620676800,347.79,347.91,347.38,347.73,111586
1620678600,347.72,347.88,347.19,347.4,20156
1620684000,347.49,347.86,347.49,347.72,19228
1620685800,347.85,348.18,347.85,348.18,14038
1620720000,346.32,346.34,345.87,346.01,12154
1620723600,345.79,346.8,345.79,346.34,7062
1620729000,345.82,346.03,345.6,346.03,18608
1620732600,346.05,346.45,345.78,345.91,97732
1620734400,345.85,346.3,344.71,344.71,73225
1620736200,344.58,345.15,344.58,344.66,57997
1620738000,344.6,345.02,344.46,345.02,34377
1620739800,344.99,345.2,343.6,344.93,1901137
1620741600,344.94,345.22,342.46,342.53,908042
1620743400,342.52,342.66,340.89,341.81,1064856
1620745200,341.79,343.18,341.14,343.178,590881
1620747000,343.2,343.42,342.55,343.16,379714
1620748800,343.19,343.24,342.27,342.35,331502
1620750600,342.295,342.54,341.31,341.62,269110
1620752400,341.55,342.72,341.49,342.69,367371
1620754200,342.71,343.19,342.25,342.86,334721
1620756000,342.94,343.2,341.98,343.14,261336
1620757800,343.11,343.11,341.97,342.87,274923
1620759600,342.86,343.54,342.29,343.09,361804
1620761400,343.04,343.16,341.68,342.91,858008
1620763200,342.91,343.19,342.44,342.7,62693
1620765000,342.45,342.45,342.24,342.45,15827
1620770400,342.53,342.64,342.44,342.64,3047
1620772200,342.76,342.76,342.54,342.6,2341
1620806400,342.54,342.54,341.88,341.88,22323
1620822600,341.53,342.48,340.38,341.92,100946
1620824400,342.02,342.29,341.52,341.52,39251
1620826200,341.55,342.23,340.77,340.95,752897
1620828000,340.95,341.37,340.41,340.41,511360
1620829800,340.36,340.64,339.23,340,725671
1620831600,339.92,340.3,339.615,339.95,259959
1620833400,339.95,340.16,338.21,338.4,410941
1620835200,338.38,338.82,337.8,338.55,859766
1620837000,338.53,338.76,337.9,338.37,492973
1620838800,338.35,338.98,338.12,338.24,328880
1620840600,338.23,338.54,337.76,338.15,231391
1620842400,338.09,338.39,337.38,337.44,338634
1620844200,337.4,338.57,337.12,338.04,294691
1620846000,337.99,338.1,336.14,336.34,550390
1620847800,336.37,337.08,335.71,336.02,941145
1620849600,336.04,336.76,335.76,336.2,45946
1620851400,336.05,336.05,335.76,335.93,16924
1620855000,336.2,336.2,336,336.15,3885
1620856800,336,336.72,336,336.52,18027
1620858600,336.65,336.79,336.65,336.7,1044
1620892800,335,335,334.05,334.2,6873
1620894600,334.15,334.15,333.21,333.84,8249
1620896400,334.18,334.45,333.78,334.43,5074
1620903600,334.64,335.14,334.4,335.14,39433
1620905400,335.1,335.5,335.05,335.26,17969
1620909000,336,336.44,335.8,336.1,10537
1620910800,336.31,336.71,336.2,336.27,22011
1620912600,336.3,339.86,336.27,339.73,841754
1620914400,339.82,341.13,339.82,341.13,520901
1620916200,341.18,341.64,340.75,341.61,305471
1620918000,341.62,341.69,339.96,340.09,496249
1620919800,340.09,340.72,339.76,340.15,291611
1620921600,340.17,340.96,339.98,340.79,139867
